bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,
25875,Killer 7 Official Strategy Guide,Brady Games,4,744004446,9.78E+12,eng,128,2,0,07-08-2005,BradyGames,
25881,Manhunt Official Strategy Guide,Tim Bogenn,4,744003229,7.52E+11,eng,175,4,0,11/25/2003,Bradygames,
25884,The Road to Jerusalem (The Knight Templar  #1),Jan Guillou/Anna Paterson,4,752848372,9.78E+12,eng,320,4406,160,12-05-2002,Orion,
26050,Angels Fall,Nora Roberts,4,399153721,9.78E+12,eng,391,37314,1040,07-11-2006,Putnam,
26123,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,4,1400078393,9.78E+12,eng,319,13891,628,01-03-2006,Vintage,
26236,Revolutionary Girl Utena  Vol. 2: To Plant,Chiho Saito,4,1591162068,9.78E+12,eng,200,1292,20,03-10-2004,VIZ Media LLC,
26384,Scripta Minora: Hiero/Agesilaus/Constitution of the Lacedaemonians/Ways & Means/Cavalry Commander/Art of Horsemanship/On Hunting/Constitution of the Athenians,Xenophon/Edgar C. Marchant/G.W. Bowersock,4,674992024,9.78E+12,en-US,576,19,2,01-01-1925,Harvard University Press,
26420,CSS: The Definitive Guide,Eric A. Meyer,4,596527330,9.78E+12,en-US,518,961,29,11-01-2006,O'Reilly Media,
26511,The Long Road Home,Danielle Steel,4,552145025,9.78E+12,en-GB,476,7407,297,03-04-1999,Corgi,
26673,The Punisher  Vol. 6: Confederacy of Dunces,Garth Ennis,4,785113444,9.78E+12,eng,144,289,11,04-01-2004,Marvel Comics Group,
26690,Coyote Dreams (Walker Papers  #3),C.E. Murphy,4,373802722,9.78E+12,eng,408,5810,200,4/24/2007,Luna Books,
27150,Development  Geography  and Economic Theory,Paul Krugman,4,026261135X,9.78E+12,eng,127,81,3,8/21/1997,MIT Press,
27277,Glass House,Philip Johnson/Toshio Nakamura,4,1580931863,9.78E+12,eng,256,14,2,05-10-2007,The Monacelli Press,
27500,Middlesex,Jeffrey Eugenides,4,965045641,9.78E+12,eng,529,1081,228,09-04-2002,Farrar  Straus and Giroux,
27877,Savage Stone Age Sticker Book (Horrible Histories),Terry Deary,4,439959047,9.78E+12,eng,20,9,0,8/19/2005,Scholastic,
28052,Dark Intimacy: Hope for Those in Difficult Prayer-Experiences,David J. Hassel,4,829407081,9.78E+12,eng,172,1,0,6/28/1990,Loyola Press (Chicago),
28351,And to Think That I Saw It on Mulberry Street,Dr. Seuss,4,7169922,9.78E+12,eng,64,19663,482,08-04-2003,Vanguard Press,
28486,Beyond Death: The Gates of Consciousness,Stanislav Grof/Christina Grof,4,500810192,9.78E+12,eng,96,29,2,2/18/1980,Thames & Hudson,
28570,The Devil's Teardrop,Jeffery Deaver,4,671038443,9.78E+12,en-US,451,6283,268,04-01-2000,Simon & Schuster,
28639,Yours in Food  John Baldessari: with meditations on eating by Paul Auster  David Byrne  Dave Eggers  David Gilbert  Tim Griffin  Andy Grundberg  John Haskell  Michael Kimmelman  Michael More  Glenn O'Brien  Francine Prose  Peter Schjeldahl  Lynne Tillman,John Baldessari/Paul Auster/Francine Prose/Peter Schjeldahl/David Byrne/Dave Eggers/David Gilbert/Tim Griffin/Andy Grundberg/John Haskell/Michael Kimmelman/Glenn O'Brien/Lynne Tillman,4,1568984952,9.78E+12,en-US,144,19,4,9/30/2004,Princeton Architectural Press,
28810,Social Psychology,Elliot Aronson/Robin M. Akert/Timothy D. Wilson,4,132382458,9.78E+12,eng,633,42,1,12-06-2006,Prentice Hall,
28866,Dark Prince (Dark  #1),Christine Feehan,4,843955287,9.78E+12,eng,447,44210,1942,04-05-2005,Leisure Books,
29153,Yakitate!! Japan  Volume 4,Takashi Hashiguchi,4,1421509210,9.78E+12,en-US,208,274,8,3/13/2007,VIZ Media LLC,
29156,Yakitate!! Japan  Volume 6,Takashi Hashiguchi,4,1421509237,9.78E+12,eng,185,254,6,07-10-2007,VIZ Media LLC,
29797,The Pilgrim's Progress,John Bunyan,4,486426750,9.78E+12,eng,324,87175,1875,02-10-2003,Dover Publications,
29823,From Nomads to Pilgrims: Stories from Practicing Congregations,Diana Butler Bass,4,1566993237,9.78E+12,eng,179,13,0,12/30/2005,Rowman & Littlefield Publishers,
30041,Elric of Melnibone: Bright Shadows,Charles  Green/Richard Ford/Pascal Quidault,4,1905850581,9.78E+12,eng,98,8,0,04-01-2008,Mongoose Publishing,
30597,The Hunchback of Notre-Dame,Victor Hugo/Walter J. Cobb,4,451527887,9.78E+12,eng,510,140529,2558,04-10-2001,Signet Classics,
30598,The Hunchback of Notre-Dame,Victor Hugo/Catherine Liu/Elizabeth McCracken,4,034547242X,9.78E+12,en-US,534,140,22,11-02-2004,Modern Library,
30677,The Ghost in the Machine,Arthur Koestler,4,140191925,9.78E+12,eng,400,472,33,12-07-1990,Arkana,
30755,The Stories (So Far),Deborah Eisenberg,4,374524920,9.78E+12,eng,496,209,19,3/13/1997,Farrar  Straus and Giroux,
30933,Brideshead Revisited,Evelyn Waugh,4,316926345,9.78E+12,eng,351,79045,3083,1/30/1982,Back Bay Books,
31122,I Capture the Castle,Dodie Smith,4,312181108,9.78E+12,eng,343,65013,5954,3/31/1998,Wyatt Book,
31219,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,4,446676489,9.78E+12,eng,256,4181,131,11-01-2001,Grand Central Publishing,
31382,Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,4,736908161,9.78E+12,eng,160,22,4,9/15/2005,Harvest House Publishers,
31648,James and the Giant Peach: a Play,Richard R. George/Roald Dahl,4,142407917,9.78E+12,en-GB,91,344,22,02-01-2007,Puffin Books,
31911,Contemporary Political Philosophy,Will Kymlicka,4,198782748,9.78E+12,eng,512,594,17,10/25/2001,Oxford University Press  USA,
32432,Fear Nothing (Moonlight Bay  #1),Dean Koontz,4,553579754,9.78E+12,eng,448,31462,833,12-01-1998,Bantam Books,
32499,The Pelican Brief,John Grisham,4,385339704,9.78E+12,eng,400,340714,1942,4/25/2006,Delta,
32533,The Art of Fiction: Notes on Craft for Young Writers,John Gardner,4,679734031,9.78E+12,eng,224,5019,408,06-04-1991,Vintage,
32540,Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon/Lawrence M. Lasher,4,878054898,9.78E+12,eng,156,0,0,4/28/1991,University Press of Mississippi,
32664,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4,553527401,9.78E+12,eng,9,662,23,05-02-2000,Random House Audio,
32696,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4,8497594290,9.79E+12,spa,417,79,11,4/30/2004,Debolsillo,
32833,The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,4,1885586426,9.78E+12,eng,85,3,1,11-01-2006,Helen Marx Books,
32899,The Promise of Rest,Reynolds Price/Mary Bess Engel,4,684825104,9.78E+12,eng,368,253,16,11-05-1996,Scribner,
33295,The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,Pavel Tsatsouline,4,938045555,9.78E+12,en-US,218,908,63,01-01-2010,Dragon Door Publications,
33876,On the Road to Tara,Aljean Harmetz,4,810936844,9.78E+12,eng,224,29,2,09-01-1996,Harry N. Abrams,
34156,Liberals and Communitarians,Stephen Mulhall/Adam Swift,4,631198199,9.78E+12,eng,388,28,2,05-01-1996,Wiley-Blackwell,
34178,The Visual Arts: A History  Volume 2,Hugh Honour/John Fleming,4,131551132,9.78E+12,eng,604,6,0,5/27/2005,Prentice Hall,
34385,Inferno,Dante Alighieri/Anthony M. Esolen,4,034548357X,9.78E+12,eng,560,219,25,10/25/2005,Modern Library,
34497,The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,4,60855924,9.78E+12,eng,228,239617,4478,9/13/2005,Harper,
34509,Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,4,552146730,9.78E+12,eng,176,5517,143,11-01-2001,Corgi,
34548,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,4,312291450,9.78E+12,eng,344,13622,731,8/24/2002,L.A. Weekly Books,
34558,Real Ultimate Power: The Official Ninja Book,Robert  Hamburger,4,080652569X,9.78E+12,eng,193,997,117,07-01-2004,Citadel,
34844,Mortal Fear (Mississippi #1),Greg Iles,4,451180410,9.78E+12,eng,704,566,59,02-01-1998,Signet,
35806,The Journey (Guardians of Ga'Hoole  #2),Kathryn Lasky,4,439405580,9.78E+12,en-US,242,11354,404,09-01-2003,Scholastic  Inc.,
35986,Horizontal Gene Transfer,Michael Syvanen/Clarence I. Kado,4,126801266,9.78E+12,eng,445,0,0,1/16/2002,Academic Press,
36140,Strawberry Days: How Internment Destroyed a Japanese American Community,David Neiwert,4,140396792X,9.78E+12,eng,288,55,5,06-04-2005,St. Martin's Press,
36421,The Star-Spangled Banner (Symbols of America),Debra Hess,4,761417109,9.78E+12,eng,40,1,0,01-01-2003,Cavendish Square Publishing,
36423,The Statue of Liberty (Symbols of America),Debra Hess,4,761417079,9.78E+12,eng,40,1,0,01-01-2003,Cavendish Square Publishing,
36424,The White House (Symbols of America),Debra Hess,4,761417125,9.78E+12,eng,40,3,2,01-01-2004,Cavendish Square Publishing,
36425,The American Flag (Symbols of America),Debra Hess,4,761417095,9.78E+12,eng,39,3,0,01-01-2004,Cavendish Square Publishing,
36822,Doctor Tandy's First Guide to Life Extension and Transhumanity,Charles Tandy/Raël/William Faloon/R. Michael Perry/Robin Hanson/Nick Bostrom/Robert A. Freitas Jr./Christopher J. Phoenix/Avatar Polymorph/Jim Yount,4,1581126506,9.78E+12,eng,292,3,0,12/28/2001,Universal Publishers,
37438,Hokkaido Highway Blues: Hitchhiking Japan,Will Ferguson,4,1841952885,9.78E+12,eng,344,2837,195,06-05-2003,Canongate Books,
37646,Dancing On Air,Frances Oliver,4,1553100662,9.78E+12,eng,157,10,1,4/30/2004,Ash-Tree Press,
37854,Marilyn Manson: The Lonely Watchman,Richard D. Nelson,4,1597818704,9.78E+12,eng,224,3,0,2/18/2006,Xulon Press,
38093,Antitrust Law,Richard A. Posner,4,226675769,9.78E+12,en-US,304,33,1,12-01-2001,University of Chicago Press,
38336,Black Hole  tome 3: Visions,Charles Burns,4,2840555522,9.78E+12,fre,63,3,0,3/15/2001,Delcourt,
38549,Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion,Nigella Lawson/Francesca Yorke,4,786868694,9.78E+12,eng,254,6587,71,11/13/2002,Hachette Books,
38803,Laughter and Tears: A Family's Journey to Understanding the Autism Spectrum,Ann Hewetson,4,1843103311,9.78E+12,eng,224,4,1,1/15/2005,Jessica Kingsley Publishers,
39306,The Awakening (Vampire Huntress  #2),L.A. Banks,4,312987021,9.78E+12,eng,300,3173,133,12/28/2004,St. Martin's Paperbacks,
39543,Forever Summer,Nigella Lawson,4,701176156,9.78E+12,eng,279,4230,43,06-02-2005,Chatto  Windus,
39571,programming.java: An Introduction to Programming Using Java: An Introduction to Programming Using Java,Rick Decker/Stuart Hirshfield,4,534371094,9.78E+12,eng,640,1,0,12/24/1999,Course Technology,
39904,Chocolate and the Art of Low-Fat Desserts,Alice Medrich,4,044651666X,9.78E+12,eng,192,38,1,10/28/1994,Warner Books (NY),
39969,A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),Lisa S.  French,4,1599051125,9.78E+12,eng,42,1,0,08-05-2006,Saddleback Educational Publishing  Inc.,
39993,The Full Matilda,David Haynes,4,767915690,9.78E+12,eng,384,46,5,05-11-2004,Broadway Books,
40180,Vesco,Arthur Herzog III,4,595272096,9.78E+12,eng,408,6,3,03-11-2003,iUniverse,
40184,Encore Provence: New Adventures in the South of France,Peter Mayle,4,679762698,9.78E+12,eng,240,9980,254,4/25/2000,Vintage,
40226,Angels: Celestial Spirits in Legend & Art,Jacqueline Carey,4,1567996035,9.78E+12,en-US,128,42,3,11-01-1997,MetroBooks (NY),
40493,The Valley of Horses (Earth's Children  #2),Jean M. Auel,4,553381660,9.78E+12,en-US,544,59723,1733,6/25/2002,Bantam,
40626,A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M. Merriman,4,393924955,9.78E+12,en-US,1040,62,4,02-01-2004,W. W. Norton & Company,
40646,The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,4,802431488,9.78E+12,eng,224,25,2,09-01-2005,Moody Publishers,
40833,Turtle Diary,Russell Hoban,4,747548315,9.78E+12,eng,182,893,99,09-04-2000,Bloomsbury Publishing PLC,
40859,Inside Himalaya,Basil Pao/Michael Palin,4,297843702,9.78E+12,en-GB,200,30,2,1/31/2005,Weidenfeld & Nicolson,
41053,No Cherubs for Melanie,James  Hawkins,4,1550023926,9.78E+12,eng,394,8,1,10-01-2002,Dundurn,
41071,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,4,781723051,9.78E+12,eng,400,2,0,12/21/1999,LWW,
41459,Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells/Susan Jeffers/Rachel Field,4,689817169,9.78E+12,eng,112,117,24,10-01-1999,Simon & Schuster,
41652,The Boy Who Turned Into a TV Set,Stephen Manes/Michael  Bass,4,380620006,9.78E+12,eng,10,8,3,02-01-1984,Avon Books,
41654,Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,4,684854732,9.78E+12,eng,368,101,10,06-07-1999,Free Press,
41780,The Elections of 2004,Michael Nelson,4,1568028342,9.78E+12,eng,213,7,0,3/15/2005,CQ Press,
41783,Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson/Pop Ink/Charles S. Anderson Design Company,4,810970570,9.78E+12,eng,176,56,7,09-01-2006,Harry N. Abrams,
41832,Gold: The Final Science Fiction Collection,Isaac Asimov/Orson Scott Card,4,60556528,9.78E+12,eng,416,2476,85,10/21/2003,Harper Voyager,
41862,Evolution and the Theory of Games,John Maynard Smith,4,521288843,9.78E+12,eng,234,86,5,10/21/1982,Cambridge University Press,
42099,Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,4,1844494241,9.78E+12,eng,96,4,1,12-01-2004,Omnibus Press,
42337,The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,4,152025413,9.78E+12,eng,212,9334,302,04-01-2001,Oddysey/Harcourt Young Classics,
42489,After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,4,816525099,9.78E+12,eng,336,0,0,5/25/2006,University of Arizona Press,
42501,Seize The Fire,Elda Minger,4,373161174,9.78E+12,eng,249,3,0,7/25/1985,Harlequin American Romance,
43229,Sweet Violence: The Idea of the Tragic,Terry Eagleton,4,631233601,9.78E+12,eng,348,85,8,9/27/2002,Wiley-Blackwell,
43236,MySQL Cookbook,Paul DuBois,4,059652708X,9.78E+12,en-US,980,126,8,12-04-2006,O'Reilly Media,
43939,The Complete Odes and Epodes,Horace/David   West,4,019283942X,9.78E+12,eng,200,40,3,5/16/2000,Oxford University Press,
43994,Trapped (Mississippi #2),Greg Iles,4,451207505,9.78E+12,en-US,434,320,19,8/27/2002,Signet,
44510,The Best American Crime Writing 2006,Mark Bowden/Otto Penzler/Thomas H. Cook/S.C. Gwynne/Paige Williams/Mary Battiata/Howard Blum/John Connolly/Richard Rubin/Chuck Hustmyre/David Friedman/Denise Grollmus/Deanne Stillman/Jeffrey Toobin/Skip Hollandsworth/Jimmy Breslin/John Heilemann/Mark Jacobson/Robert Nelson,4,60815523,9.78E+12,eng,352,206,18,09-05-2006,Ecco,
45213,The Woman In White,Wilkie Collins,4,185715018X,9.78E+12,en-GB,664,50,11,9/26/1991,Everyman's Library,
45392,The Brave Women of the Gulf Wars: Operation Desert Storm and Operation Iraqi Freedom,Karen Zeinert/Mary Miller,4,761327053,9.78E+12,eng,112,1,0,09-01-2005,Twenty-First Century Books (CT),
45500,La conspiración de los alquimistas,Hania Czajkowski,4,030727411X,9.78E+12,spa,488,51,4,03-05-2005,Debolsillo,
93,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.99,753454947,9.78E+12,eng,352,153317,2257,11/15/2002,Kingfisher,
400,Libra,Don DeLillo,3.99,140156046,9.78E+12,eng,480,11857,564,05-01-1991,Penguin,
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9.78E+12,eng,533,397,47,10-12-2004,Vintage,
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,679838864,9.78E+12,en-US,68,11178,623,2/16/1993,Random House Books for Young Readers,
1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140449086,9.78E+12,eng,716,34727,597,1/30/2003,Penguin Books,
1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140446389,9.78E+12,eng,622,227,18,09-01-1954,Penguin Classics,
1364,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,879757779,9.78E+12,en-US,613,2,0,11-01-1992,Prometheus Books,
1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,192824252,9.78E+12,eng,772,271,41,11/19/1998,Oxford University Press,
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,140440348,9.78E+12,en-US,653,143,17,8/30/1970,Penguin Classics,
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,393959465,9.78E+12,en-US,464,40,5,1/17/1992,W.W. Norton & Company,
1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,375400613,9.78E+12,en-US,816,132,10,3/25/1997,Everyman's Library 234,
1369,The History,Herodotus/Peter Grene,3.99,226327701,9.78E+12,en-US,710,36,6,3/14/1987,University of Chicago Press,
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,142000280,9.78E+12,en-GB,267,105507,3838,12/31/2002,Penguin Books,
1985,David Copperfield,Charles Dickens/Gish Jen,3.99,451530047,9.78E+12,eng,928,355,17,02-07-2006,Signet,
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,60521996,9.78E+12,eng,286,32079,752,01-07-2003,Harper Paperbacks,
3466,The Wedding (The Notebook  #2),Nicholas Sparks,3.99,446615862,9.78E+12,eng,276,126629,5295,08-01-2005,Vision,
3692,The Heart of the Matter,Graham Greene,3.99,99478420,9.78E+12,eng,272,21842,891,10-07-2004,Vintage Classics,
3828,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,571204201,9.78E+12,eng,306,8045,265,5/20/2002,Gardners Books,
4055,Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,3.99,60925752,9.78E+12,eng,288,4372,81,12/13/2013,Harper Perennial,
4122,Built to Last: Successful Habits of Visionary Companies,James C. Collins/Jerry I. Porras,3.99,60566108,9.78E+12,eng,368,53749,509,11-02-2004,Harper Business,
4382,Fahrenheit 451,Ray Bradbury/Christopher Hurt,3.99,078617627X,9.78E+12,eng,5,483,146,11-01-2005,Blackstone Audiobooks,
4796,The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,3.99,143039482,9.78E+12,eng,336,32091,1517,8/26/2008,Penguin Classics,
5129,Brave New World,Aldous Huxley,3.99,60929871,9.78E+12,eng,288,1247221,20014,09-01-1998,HarperPerennial / Perennial Classics,
5337,Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,3.99,037575914X,9.78E+12,eng,1347,291,33,03-12-2002,Modern Library,
5362,The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,3.99,739342770,9.78E+12,eng,0,241,9,10-10-2006,Random House Audio,
5368,Forever Amber,Kathleen Winsor,3.99,141009829,9.78E+12,eng,972,14409,849,7/25/2002,Penguin,
5485,Brave New World,Aldous Huxley,3.99,60850523,9.78E+12,eng,259,13353,1286,10/17/2006,HarperCollins,
5486,Andrew Carnegie,David Nasaw,3.99,1594201048,9.78E+12,eng,896,2580,205,10/24/2006,Penguin Press HC  The,
5514,Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,3.99,380732548,9.78E+12,eng,64,152,23,12-08-1999,HarperCollins,
5659,The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,143039091,9.78E+12,eng,197,147748,3490,10/27/2005,Penguin Books,
6588,The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,3.99,446610224,9.78E+12,eng,400,42096,945,10-01-2004,Grand Central Publishing,
6970,Prince of Ice (Tale of the Demon World  #3),Emma Holly,3.99,425212599,9.78E+12,en-US,294,1335,59,11-07-2006,Berkley Sensation,
7078,The Headmaster's Papers,Richard A. Hawley/John Irving,3.99,839731949,9.78E+12,eng,240,11,4,09-01-2002,Paul S. Eriksson,
7186,La Dame aux Camélias,Alexandre Dumas fils/David Coward,3.99,192836382,9.78E+12,eng,256,15211,411,3/30/2000,Oxford University Press,
7263,No Dominion (Joe Pitt  #2),Charlie Huston,3.99,345478258,9.78E+12,eng,251,4698,202,12/26/2006,Del Rey,
7337,The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,3.99,345345061,9.78E+12,eng,251,4200,145,11-12-1986,Del Rey,
7586,Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self,Kathleen A. Brehony,3.99,1573226327,9.78E+12,en-US,384,64,8,09-01-1997,Riverhead Books,
7656,Fahrenheit 451,Ray Bradbury,3.99,8445074873,9.79E+12,eng,186,5733,606,04-01-2004,Del Rey,
7664,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,3.99,517101351,9.78E+12,eng,720,960,27,03-06-1994,Wings Books,
8001,Triss (Redwall  #15),Brian Jacques/Allan Curless,3.99,142402486,9.78E+12,eng,389,10830,119,09-09-2004,Firebird,
8197,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder/Stephen W. Hines,3.99,1400307848,9.78E+12,eng,113,108,11,05-10-2006,Tommy Nelson,
8246,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder/Richard  Hull,3.99,385325339,9.78E+12,eng,39,143,18,10/13/1998,Doubleday Books for Young Readers,
8532,Decider,Dick Francis,3.99,042519938X,9.78E+12,eng,341,3461,133,12-07-2004,G.P. Putnam's Sons,
8715,Palimpsest,Gore Vidal,3.99,140260897,9.78E+12,en-US,448,1485,94,09-01-1996,Penguin Books,
8810,A Clockwork Orange,Anthony Burgess/Blake Morrison,3.99,141182601,9.78E+12,eng,159,5366,524,2/24/2000,Penguin Classics,
8811,A Clockwork Orange,Anthony Burgess,3.99,014027409X,9.78E+12,eng,149,1422,124,09-03-1998,Penguin Books,
8813,Clockwork Orange,Anthony Burgess,3.99,345316413X,9.78E+12,ger,235,65,7,03-01-2000,Heyne,
9030,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,553813536,9.78E+12,eng,496,1278,207,04-01-2004,Bantam Press,
9031,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,385602731,9.78E+12,eng,447,283,37,03-03-2003,Doubleday,
9802,Fortress of Solitude / The Devil Genghis,Kenneth Robeson/Lester Dent,3.99,1932806490,9.78E+12,eng,128,95,11,12-01-2006,Nostalgia Ventures,
10519,Art and Beauty in the Middle Ages,Umberto Eco/Hugh Bredin,3.99,300093047,9.78E+12,en-US,144,994,35,02-08-2002,Yale University Press,
10689,The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,385602057,9.78E+12,eng,464,22,6,03-03-2003,Doubleday,
11045,The Spectator Bird,Wallace Stegner,3.99,140139400,9.78E+12,eng,214,4808,550,11-01-1990,Penguin,
11204,Something to Declare,Julia Alvarez,3.99,452280672,9.78E+12,en-US,300,726,50,09-01-1999,Plume Books,
11378,Elmer Gantry,Sinclair Lewis,3.99,2859405461,9.78E+12,fre,352,3840,318,10-01-1998,Phébus,
12555,The Bonesetter's Daughter,Amy Tan,3.99,345457374,9.78E+12,eng,387,108440,2689,02-04-2003,Ballantine Books,
12627,What Uncle Sam Really Wants,Noam Chomsky/Arthur Naiman/David Barsamian/Sandy Niemann,3.99,1878825011,9.78E+12,eng,111,1679,133,01-01-1992,Odonian Press,
13462,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,3.99,743222334,9.78E+12,en-US,368,693,58,06-06-2005,Atria Books,
13739,Twelve Fair Kingdoms,Suzette Haden Elgin,3.99,425058506,9.78E+12,eng,195,141,10,03-01-1983,Berkley,
13997,The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,3.99,756400619,9.78E+12,en-US,394,8768,306,03-05-2002,Daw Books,
14031,Palm-of-the-Hand Stories,Yasunari Kawabata/Lane Dunlop/J. Martin Holman,3.99,374530491,9.78E+12,eng,288,1777,129,11/14/2006,Farrar  Straus and Giroux,
14084,The Magic Barrel,Bernard Malamud/Jhumpa Lahiri,3.99,374525862,9.78E+12,en-US,240,1958,95,07-07-2003,Farrar  Straus and Giroux,
14088,O Xará,Jhumpa Lahiri,3.99,8535905324,9.79E+12,por,336,152,9,8/30/2004,Companhia das Letras,
14285,Lives of Girls and Women,Alice Munro,3.99,375707492,9.78E+12,eng,277,8461,553,2/13/2001,Vintage,
14604,The Day the Country Died: A History of Anarcho-Punk  1980-1984,Ian Glasper,3.99,1901447707,9.78E+12,eng,375,206,16,03-01-2007,Cherry Red Books,
14769,Davita's Harp,Chaim Potok,3.99,449911837,9.78E+12,eng,371,5005,314,8/27/1996,Ballantine Books,
15622,Native Son,Richard Wright,3.99,006083756X,9.78E+12,eng,504,75139,2987,08-02-2005,Harper Perennial Modern Classics,
15975,Blonde,Joyce Carol Oates/Claude Seban,3.99,2253152854,9.78E+12,fre,1110,6903,522,4/30/2002,Le Livre de Poche,
16102,Mi vida en rose,David Sedaris,3.99,8497934903,9.79E+12,spa,240,5,2,11/15/2004,Debolsillo,
16343,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,3.99,646418432,9.78E+12,eng,121,196377,3885,10/21/2002,Deodand,
16452,The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,3.99,345487664,9.78E+12,eng,752,177,7,10-04-2005,Ballantine Books,
16596,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,3.99,1595820949,9.78E+12,en-US,208,1083,26,9/13/2006,Digital Manga Publishing / Dark Horse,
16689,Citizen of the Galaxy,Robert A. Heinlein,3.99,1416505520,9.78E+12,eng,288,11800,413,05-01-2005,Pocket Books: Gallery Books,
17007,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,3.99,345487621,9.78E+12,eng,345,938,46,7/31/2007,Ballantine Books,
17236,Dracula,Bram Stoker/Jan Needle/Gary Blythe,3.99,744586534,9.78E+12,eng,336,73,8,10-04-2004,Walker Books Ltd,
17238,Dracula,Bram Stoker/Joseph Valente,3.99,743477367,9.78E+12,eng,528,9871,431,10-01-2003,Pocket Books,
17241,Dracula,Bram Stoker/Robert Whitfield,3.99,786180404,9.78E+12,eng,15,53,12,12-01-1998,Blackstone Audiobooks,
17245,Dracula,Bram Stoker/Nina Auerbach/David J. Skal,3.99,393970124,9.78E+12,eng,488,774987,14944,05-12-1986,Norton,
